User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount
FOCUS Finanzen,@focusfinanzen,2020-06-11T23:50:05.000Z,"FOCUS Finanzen
@focusfinanzen
·
Jun 12, 2020FMC Corp.-Aktie Aktuell - FMC Corp. mit sehr deutlichen Kursverlusten von 5,1 Prozent https://focus.de/finanzen/boerse/aktien/fmc-corp-aktie-12-06-2020_id_11103196.html?rnd=48fc4a35ba4660f4cff52bc787cdc2c5…",,,
Investing.com Stocks,@InvestingStockz,2020-06-11T15:30:14.000Z,"Investing.com Stocks
@InvestingStockz
·
Jun 11, 2020FMC Corp, $FMC, is down 5.2% -",,,
Insider Alerts,@InsiderAlerts4U,2020-06-10T22:19:33.000Z,"Insider Alerts
@InsiderAlerts4U
·
Jun 11, 2020$FMC:

New Insider Filing on FMC CORP's

Corporate Controller

NICHOLAS PFEIFFER:

https://insideri.com/37785_000112760220019350_0001127602-20-019350…",,,
FMC Corporation,@FMCCorp,2020-06-09T13:02:59.000Z,"FMC Corporation
@FMCCorp
·
Jun 9, 2020",,11.0,34
FOCUS Finanzen,@focusfinanzen,2020-06-09T08:40:06.000Z,"FOCUS Finanzen
@focusfinanzen
·
Jun 9, 2020FMC Corp.-Aktie Aktuell - FMC Corp. fällt 0,8 Prozent https://focus.de/finanzen/boerse/aktien/fmc-corp-aktie-09-06-2020_id_11103196.html?rnd=68b50817900a936a244e7e32f66db3d8…",,,
Philadelphia Business Journal,@PHLBizJournal,2020-06-08T17:26:55.000Z,"Philadelphia Business Journal
@PHLBizJournal
·
Jun 8, 2020FMC Corp's executive chairman bought a $13.5 million condo on an island near Miami, and you can only reach it buy boat. https://bizjournals.com/philadelphia/news/2020/06/08/fmc-corp-pierre-brondeau-buys-miami-area-condo.html?ana=TRUEANTHEMTWT_PL&csrc=6398&taid=5ede74df412e96000189fa96&utm_campaign=trueAnthem%3A+New+Content+%28Feed%29&utm_medium=trueAnthem&utm_source=twitter…",,,
Brian Bandell,@BrianBandell,2020-06-08T16:35:40.000Z,"Brian Bandell
@BrianBandell
·
Jun 8, 2020Pierre Brondeau, executive chairman & former CEO of FMC Corp, pays $13.5M for Fisher Island condo https://bizjournals.com/southflorida/news/2020/06/08/fmc-corp-exec-buys-fisher-island-condo.html…",,,
Brian Bandell,@SFBJRealEstate,2020-06-08T16:35:27.000Z,"Brian Bandell
@SFBJRealEstate
·
Jun 8, 2020Pierre Brondeau, executive chairman & former CEO of FMC Corp, pays $13.5M for Fisher Island condo https://bizjournals.com/southflorida/news/2020/06/08/fmc-corp-exec-buys-fisher-island-condo.html…",,,
InterCooler,@intercooleronli,2020-06-08T11:32:55.000Z,"InterCooler
@intercooleronli
·
Jun 8, 2020US Bancorp DE Increases Position in FMC Corp $FMC  http://modernreaders.com/?p=3406037 #investingnews",,,
FOCUS Finanzen,@focusfinanzen,2020-06-05T23:05:05.000Z,"FOCUS Finanzen
@focusfinanzen
·
Jun 6, 2020FMC Corp.-Aktie Aktuell - FMC Corp. legt deutliche 3,7 Prozent zu https://focus.de/finanzen/boerse/aktien/fmc-corp-aktie-06-06-2020_id_11103196.html?rnd=a15179863526867d0d0cc08f654cb6ae…",,,
FOCUS Finanzen,@focusfinanzen,2020-06-05T22:50:04.000Z,"FOCUS Finanzen
@focusfinanzen
·
Jun 6, 2020FMC Corp.-Aktie Aktuell - FMC Corp. gewinnt mit 3,7 Prozent Zuwachs deutlich https://focus.de/finanzen/boerse/aktien/fmc-corp-aktie-06-06-2020_id_11103196.html?rnd=8138b2593d95bc933a34c46777d62cb8…",,,
Tian_A1,@Tian_A1,2020-06-05T22:34:52.000Z,"Tian_A1
@Tian_A1
·
Jun 6, 2020[ Cole of Duty ] Impact of Corona on Chitosan Quaternary Ammonium Salt Market Growth . and Forecast : FMC Corp, Kitozyme, Heppe Medical Chitosan, AK #Biotech . https://bit.ly/3dEmvVZ",,,
FMC Corporation,@FMCCorp,2020-06-05T18:30:03.000Z,"FMC Corporation
@FMCCorp
·
Jun 5, 2020FMC is proud to celebrate Pride Month in June. At FMC, we recognize and respect the diversity of all our employees and believe our Pride Month events to be additional visible examples of our commitment to an inclusive workplace culture.  To us, #PrideMatters",,7.0,22
Investing.com Stocks,@InvestingStockz,2020-06-05T16:40:02.000Z,"Investing.com Stocks
@InvestingStockz
·
Jun 5, 2020FMC Corp, $FMC, is up 5.1% -",,,
FOCUS Finanzen,@focusfinanzen,2020-06-04T22:05:04.000Z,"FOCUS Finanzen
@focusfinanzen
·
Jun 5, 2020FMC Corp.-Aktie Aktuell - FMC Corp. verzeichnet mit 3 Prozent deutliche Verluste https://focus.de/finanzen/boerse/aktien/fmc-corp-aktie-05-06-2020_id_11103196.html?rnd=4ca99fa9dca61cbb5c782a0c7dc42f83…",,,
Christian N,@cnedelea,2020-06-04T17:59:11.000Z,"Christian N
@cnedelea
·
Jun 4, 2020Replying to 
@UreshP",,,1
GBM Traveler,@jasonr_mulcahy,2020-06-04T02:08:24.000Z,"GBM Traveler
@jasonr_mulcahy
·
Jun 4, 2020Replying to 
@kirstin_manges
 @TammieSouza
 and 2 others",,,3
Ryan Kanode,@RyanKanode,2020-06-03T15:58:47.000Z,"Ryan Kanode
@RyanKanode
·
Jun 3, 2020Wish every label was as neat and nice as the Aim EC label is. Thanks 
@FMCCorp",,,5
American Chemistry,@AmChemistry,2020-06-03T14:25:00.000Z,"American Chemistry
@AmChemistry
·
Jun 3, 2020Congratulations to 
@FMCCorp
, winner of the #ResponsibleCare Company of the Year award in the medium-sized company category! FMC Safety Assessment Tools enhance product stewardship and process safety.",,5.0,7
American Chemistry,@AmChemistry,2020-06-03T13:43:19.000Z,"American Chemistry
@AmChemistry
·
Jun 3, 2020ACC is proud to recognize the 2020 #ResponsibleCare Company of the Year Award winners. Congratulations 
@LyondellBasell
, 
@FMCCorp
 and Ethyl Corp.!  http://ow.ly/ERzO50zXHQm",,5.0,6
Chris Jahn,@JahnChris,2020-06-02T14:30:17.000Z,"Chris Jahn
@JahnChris
·
Jun 2, 2020Congrats to the 2020 #ResponsibleCare Companies of the Year 
@LyondellBasell
 @FMCCorp
 & Ethyl Corp. for their dedication to enhancing performance, protecting the health & safety of their employees, the communities in which they operate & the environment. http://ow.ly/RqJJ50zWFZ7",1.0,3.0,10
Investing.com News,@newsinvesting,2020-06-02T14:30:04.000Z,"Investing.com News
@newsinvesting
·
Jun 2, 2020Morgan Stanley Stick to Their Hold Rating for Fmc Corp. - https://invst.ly/q-oy3",,,
Infocampo,@infocampoweb,2020-06-02T12:20:37.000Z,"Infocampo
@infocampoweb
·
Jun 2, 2020#EnVivo Este martes 2/6 a las 17.30 hay un nuevo #InstagramLive con 
@FMCCorp
  Una charla con Juan Caporicci, gerente de Herbicidas FMC Cono Sur, para analizar la campaña y conocer las novedades de la marca  Sumate y participá en http://instagram.com/infocampo",,,
FOCUS Finanzen,@focusfinanzen,2020-06-02T09:50:05.000Z,"FOCUS Finanzen
@focusfinanzen
·
Jun 2, 2020FMC Corp.-Aktie Aktuell - FMC Corp. legt 0,5 Prozent zu https://focus.de/finanzen/boerse/aktien/fmc-corp-aktie-02-06-2020_id_11103196.html?rnd=958e236f300f58b8e09f061143894faf…",,,
Tyler Burns,@windypopfarm,2020-06-02T03:02:38.000Z,"Tyler Burns
@windypopfarm
·
Jun 2, 2020Time to Pounce 
@FMCCorp",,4.0,9
CropLife Europe,@CropLifeEU,2020-06-01T11:06:13.000Z,"CropLife Europe
@CropLifeEU
·
Jun 1, 2020If the active ingredient in each crop protection product is Batman, then the formulation is Robin. Ubiratan Sousa from 
@FMCCorp
 tells us more about this important partnership in chemistry :) #EUGreenDeal #EUFarm2Fork #MoreWithLess",,,2
Raju Kapoor,@rajukap,2020-06-01T03:18:13.000Z,"Raju Kapoor
@rajukap
·
Jun 1, 2020@FMCCorp
 India is proud to be taking forward #JalJeevanMission and has already covered 40,000 farming families in #UttarPradesh with #potableWater. Will now multiply this number over the next 3 years. #ProjectSamarth. 
@pramod_thota
 @BethwynTodd
 @narendramodi
 @nstomar
 @PRupala",,4.0,8
FOCUS Finanzen,@focusfinanzen,2020-06-01T02:35:05.000Z,"FOCUS Finanzen
@focusfinanzen
·
Jun 1, 2020FMC Corp.-Aktie Aktuell - FMC Corp. verzeichnet mit 1,1 Prozent Verluste https://focus.de/finanzen/boerse/aktien/fmc-corp-aktie-01-06-2020_id_11103196.html?rnd=09611e1624c1c1de6060345aa3f4b66d…",,,
FOCUS Finanzen,@focusfinanzen,2020-05-31T05:05:05.000Z,"FOCUS Finanzen
@focusfinanzen
·
May 31, 2020FMC Corp.-Aktie Aktuell - FMC Corp. fällt 1,1 Prozent https://focus.de/finanzen/boerse/aktien/fmc-corp-aktie-31-05-2020_id_11103196.html?rnd=be5b5d35891b5a56192d0379c179f3ea…",,,
Delaware Chemistry,@DEChemCouncil,2020-05-27T19:29:27.000Z,"Delaware Chemistry
@DEChemCouncil
·
May 27, 2020We were pleased to join 
@DuPont_News
, 
@chemours
, 
@CortevaUS
, and 
@FMCCorp
 for a virtual roundtable with 
@DebraHeffernan
, where we discussed the critical role of chemistry in the fight against COVID-19, as well as best practices for keeping employees safe as DE's economy reopens.",1.0,11.0,16
SADIF - Analytics,@SADIFAnalytics,2020-05-27T13:56:50.000Z,"SADIF - Analytics
@SADIFAnalytics
·
May 27, 2020Rating Update for FMC Corp ($FMC) https://sadifanalytics.com/reports/find/FMC-47055…",,,
Transcript Daily,@TranscriptDaily,2020-05-26T15:25:06.000Z,"Transcript Daily
@TranscriptDaily
·
May 26, 2020FMC Corp $FMC Receives $106.29 Consensus Target Price from Brokerages http://zpr.io/tBg6N",,,
Khalid Mahmood,@AgrowKhalid,2020-05-26T12:46:05.000Z,"Khalid Mahmood
@AgrowKhalid
·
May 26, 2020Replying to 
@FMCCorp",,,
Dakota Financial,@dakotafinancial,2020-05-25T13:48:52.000Z,"Dakota Financial
@dakotafinancial
·
May 25, 2020Zacks: Brokerages Expect FMC Corp $FMC Will Announce Earnings of $1.66 Per Share http://dakotafinancialnews.com/?p=1968962",,,
The Lincolnian,@ThisLincolnian,2020-05-24T14:21:38.000Z,"The Lincolnian
@ThisLincolnian
·
May 24, 2020FMC Corp $FMC Receives $106.29 Consensus Price Target from Analysts http://thelincolnianonline.com/?p=4031280",,,
InterCooler,@intercooleronli,2020-05-24T13:21:58.000Z,"InterCooler
@intercooleronli
·
May 24, 2020Swiss National Bank Has $41.10 Million Stock Position in FMC Corp $FMC  http://modernreaders.com/?p=3315767 #investingnews",,,
Editorial Agrícola,@edit_agricola,2020-05-23T08:15:00.000Z,"Editorial Agrícola
@edit_agricola
·
May 23, 2020 Boletín #Agricultura

El mercado de #MaquinariaAgrícola continúa la senda de la recuperación | 
@ANSEMAT
Relevo generacional en la cúpula de Claas | 
@claasiberica
@FMCCorp
 compra a 
@isagro_es
 la materia activa Fluindapyr

Leelo 
http://revistaagricultura.com/v_portal/mailing/vermailing.asp?codigo=52645156200&idusu=2230048816632…

Suscríbete 
Show more",,2.0,4
Watchlist News,@WatchlistN,2020-05-23T07:23:34.000Z,"Watchlist News
@WatchlistN
·
May 23, 2020FMC Corp $FMC Expected to Post Earnings of $1.66 Per Share http://zpr.io/tVDw7",,,
AgriGate Global,@AgrigateGlobal,2020-05-23T06:02:30.000Z,"AgriGate Global
@AgrigateGlobal
·
May 23, 2020. 
@FMCCorp
 Corporation has announced to launch a new precision #agriculture platform, Arc farm intelligence.

It would enable the growers and advisors to predict the pest pressure accurately before it becomes a problem.",,,
Justin Ogle,@Oglefarmsllc,2020-05-22T22:29:28.000Z,"Justin Ogle
@Oglefarmsllc
·
May 23, 2020@CropSafeNetwork
 Corn Ear Worm Moth Pressure for last 7 Days.  Cool temps suppressed activity. Protect #plant2020 before the bugs arrive 
@FMCCorp",,2.0,3
AiThority.com,@AiThority,2020-05-22T18:45:11.000Z,"AiThority.com
@AiThority
·
May 22, 2020FMC Corporation Announces New Arc Farm Intelligence Platform http://ow.ly/DBkm30qItGl 
@FMCCorp
 #blockchain #artificialintelligence #AINews #AiThority",,,1
CropLife America,@CropLifeAmerica,2020-05-22T17:09:04.000Z,"CropLife America
@CropLifeAmerica
·
May 22, 2020A crystal ball for farm fields - 
@FMCCorp
 launched a new mobile platform that accurately predicts pest pressure before it becomes a problem #member",,,
The Markets Daily,@TheMarketsDaily,2020-05-22T10:16:39.000Z,"The Markets Daily
@TheMarketsDaily
·
May 22, 2020FMC Corp $FMC Receives $106.29 Consensus PT from Analysts http://zpr.io/tVMsj",,,
Watchlist News,@WatchlistN,2020-05-22T10:15:04.000Z,"Watchlist News
@WatchlistN
·
May 22, 2020FMC Corp $FMC Receives $106.29 Consensus PT from Analysts http://zpr.io/tVMZC",,,
Community Financial,@CFinancialNews,2020-05-22T06:47:18.000Z,"Community Financial
@CFinancialNews
·
May 22, 2020$1.20 Billion in Sales Expected for FMC Corp $FMC This Quarter http://americanbankingnews.com/?p=14620456 #markets",,,
US Banking News,@AmericanBanking,2020-05-22T06:47:18.000Z,"US Banking News
@AmericanBanking
·
May 22, 2020$1.20 Billion in Sales Expected for FMC Corp $FMC This Quarter http://americanbankingnews.com/?p=14620456 #stocks",,,
The Markets Daily,@TheMarketsDaily,2020-05-22T06:43:14.000Z,"The Markets Daily
@TheMarketsDaily
·
May 22, 2020$1.20 Billion in Sales Expected for FMC Corp $FMC This Quarter http://zpr.io/tVxGd",,,
Community Financial,@CFinancialNews,2020-05-22T01:25:17.000Z,"Community Financial
@CFinancialNews
·
May 22, 2020FMC Corp $FMC Sees Large Decline in Short Interest http://americanbankingnews.com/?p=14618944 #markets",,,
US Banking News,@AmericanBanking,2020-05-22T01:25:16.000Z,"US Banking News
@AmericanBanking
·
May 22, 2020FMC Corp $FMC Sees Large Decline in Short Interest http://americanbankingnews.com/?p=14618944 #stocks",,,
"Prassack Advisors, LLC",@PrassackAdvsrs,2020-05-21T22:11:13.000Z,"Prassack Advisors, LLC
@PrassackAdvsrs
·
May 22, 2020#AgTech News: 
@FMCCorp
 announces new Arc farm intelligence platform",,1.0,2
Successful Farming,@SuccessfulFarm,2020-05-21T20:40:06.000Z,"Successful Farming
@SuccessfulFarm
·
May 21, 2020@FMCCorp
 has announced the launch of #Arcfarm intelligence, a new precision agriculture platform that enables growers and advisors to more accurately predict pest pressure before it becomes a problem, according to FMC officials.",,2.0,
Florent Richardeau,@RichardeauF,2020-05-21T17:53:46.000Z,"Florent Richardeau
@RichardeauF
·
May 21, 2020FMC Corp. Launches New Arc Farm Intelligence Platform - PrecisionAg https://precisionag.com/market-watch/fmc-corp-launches-new-arc-farm-intelligence-platform/…",,,
Olivier Flandre,@oflandre,2020-05-21T17:36:03.000Z,"Olivier Flandre
@oflandre
·
May 21, 2020FMC Corp. Launches New Arc Farm Intelligence Platform http://dlvr.it/RX5xgW",,,
Crop Production Services MS,@ServicesCrop,2020-05-21T14:17:02.000Z,"Crop Production Services MS
@ServicesCrop
·
May 21, 2020FMC Corp. Launches New Arc Farm Intelligence Platform http://dlvr.it/RX5FF9",,,
FMC Corporation,@FMCCorp,2020-05-21T14:01:39.000Z,"FMC Corporation
@FMCCorp
·
May 21, 2020Arc™ farm intelligence is an exclusive precision agriculture platform that enables growers and advisors to more accurately predict future pest pressure before it becomes a problem. Listen to what customers in Brazil and Greece have to say",,4.0,16
CropLife Media Group,@croplifemag,2020-05-21T12:37:13.000Z,"CropLife Media Group
@croplifemag
·
May 21, 2020FMC Corp. Launches New Arc Farm Intelligence Platform https://ift.tt/2AMhwnr #agchat",,,
CropLife Media Group,@croplifemag,2020-05-21T12:32:32.000Z,"CropLife Media Group
@croplifemag
·
May 21, 2020FMC Corp. Launches New Arc Farm Intelligence Platform https://croplife.com/precision/fmc-corp-launches-new-arc-farm-intelligence-platform/…",,,1
Global Ag Tech Initiative,@GlobalAgTech,2020-05-21T12:24:41.000Z,"Global Ag Tech Initiative
@GlobalAgTech
·
May 21, 2020FMC Corp. Launches New Arc Farm Intelligence Platform",,1.0,
FMC Corporation,@FMCCorp,2020-05-21T12:01:25.000Z,"FMC Corporation
@FMCCorp
·
May 21, 2020FMC announced today the launch of Arc™ farm intelligence, an exclusive precision agriculture platform that enables growers and advisors to more accurately predict pest pressure before it becomes a problem. Visit http://arc.fmc.com to learn more.",,15.0,31
Community Financial,@CFinancialNews,2020-05-20T23:20:24.000Z,"Community Financial
@CFinancialNews
·
May 21, 2020FMC Corp $FMC Expected to Post Earnings of $1.66 Per Share http://americanbankingnews.com/?p=14601498 #markets",,,
US Banking News,@AmericanBanking,2020-05-20T23:20:23.000Z,"US Banking News
@AmericanBanking
·
May 21, 2020FMC Corp $FMC Expected to Post Earnings of $1.66 Per Share http://americanbankingnews.com/?p=14601498 #stocks",,,
Deus Ex Trader,@deus_trader,2020-05-20T20:02:44.000Z,"Deus Ex Trader
@deus_trader
·
May 20, 2020Optimus Maximus v2
2020-05-20 16:01 EST. *Closed/Covered previously shorted:
$FMC at $93.13 for 0.90 loss (-0.98%). FMC Corp (CORP).
Trade Id: 43513508703076142.
Stats: https://deustrader.com/optimus_maximus2.html…",,,
American Chemical Society,@AmerChemSociety,2020-05-20T17:20:12.000Z,"American Chemical Society
@AmerChemSociety
·
May 20, 2020What non-technical skills do CTOs from 
@DuPont_News
, 
@FMCCorp
, 
@gcpAppliedTech
, 
@genentech
, 
@ProcterGamble
 @PPG
 @SolvayGroup
  & more value most in their #chemists? Read their full responses in #ACSIndustryMatters. http://ow.ly/xYuu50zJnW7 #Infographic #careergoals",,1.0,4
CropLife International,@CropLifeIntl,2020-05-20T14:09:02.000Z,"CropLife International
@CropLifeIntl
·
May 20, 2020In our latest infographic we explore the difference between #foodloss and #foodwaste and how plant science can reduce both of these preserving our #FoodSecurity. https://bit.ly/2W8EqMX #StopFoodWasteDay #SDG12 #SDG2 #ZeroHunger 
@Bayer4Crops
 @BASFAgro
 @corteva
 @FMCCorp
 @Syngenta",,3.0,20
Transcript Daily,@TranscriptDaily,2020-05-20T06:43:09.000Z,"Transcript Daily
@TranscriptDaily
·
May 20, 2020Q2 2020 Earnings Forecast for FMC Corp $FMC Issued By Jefferies Financial Group http://zpr.io/tvQJd",,,
Storm Investor,@storminvestor,2020-05-20T06:15:49.000Z,"Storm Investor
@storminvestor
·
May 20, 2020Q2 2020 Earnings Forecast for FMC Corp $FMC Issued By Jefferies Financial Group  http://thestockobserver.com/?p=3001788 #markets",,,
The Markets Daily,@TheMarketsDaily,2020-05-20T06:15:40.000Z,"The Markets Daily
@TheMarketsDaily
·
May 20, 2020Q2 2020 Earnings Forecast for FMC Corp $FMC Issued By Jefferies Financial Group http://zpr.io/tvQ3d",,,
Enterprise Leader,@EnterpriseLeade,2020-05-20T06:11:15.000Z,"Enterprise Leader
@EnterpriseLeade
·
May 20, 2020Jefferies Financial Group Brokers Increase Earnings Estimates for FMC Corp $FMC  http://theenterpriseleader.com/?p=3157828",,,
CropLife International,@CropLifeIntl,2020-05-20T04:39:01.000Z,"CropLife International
@CropLifeIntl
·
May 20, 2020Did you know, the global honeybee population has risen by nearly 26% since 1995? See how the farmers and beekeepers are working together to protect the world’s pollinators. https://youtu.be/MGiYxZ_Gbp4 #WorldBeeDay 
@Bayer4Crops
 @Syngenta
 @corteva
 @BASF
 @FMCCorp",,8.0,14
US Banking News,@AmericanBanking,2020-05-19T23:24:02.000Z,"US Banking News
@AmericanBanking
·
May 20, 2020FMC Corp $FMC Receives Average Rating of “Buy” from Brokerages http://americanbankingnews.com/?p=14587466 #stocks",,,
axinte costel aurelian,@aurelian_costel,2020-05-19T13:04:26.000Z,"axinte costel aurelian
@aurelian_costel
·
May 19, 2020FMC Corp (FMC) to Post Q1 Earnings: What's in the Offing? - https://invst.ly/qm7re",,,
InterCooler,@intercooleronli,2020-05-19T10:53:00.000Z,"InterCooler
@intercooleronli
·
May 19, 2020New York State Common Retirement Fund Decreases Stock Holdings in FMC Corp $FMC  http://modernreaders.com/?p=3289267 #investingnews",,,
Dakota Financial,@dakotafinancial,2020-05-19T05:28:54.000Z,"Dakota Financial
@dakotafinancial
·
May 19, 2020FMC Corp $FMC Forecasted to Post Q2 2020 Earnings of $1.59 Per Share http://dakotafinancialnews.com/?p=1934858",,,
Deus Ex Trader,@deus_trader,2020-05-18T15:10:23.000Z,"Deus Ex Trader
@deus_trader
·
May 18, 2020Optimus Maximus v2
2020-05-18 11:10 EST. Shorted/Opened:
$FMC at $92.48. 
FMC Corp (CORP).
Win Chance: 56%. Avg Win: 8%. Avg Loss: 5.78%. Avg Hold: 2d.
Trade Id: 43513508703076142.
Stats: https://deustrader.com/optimus_maximus2.html…",,,
Investing.com Stocks,@InvestingStockz,2020-05-18T15:01:14.000Z,"Investing.com Stocks
@InvestingStockz
·
May 18, 2020FMC Corp, $FMC, is up 5.3% -",,,
InterCooler,@intercooleronli,2020-05-18T14:56:22.000Z,"InterCooler
@intercooleronli
·
May 18, 2020Bartlett & Co. LLC Invests $533,000 in FMC Corp $FMC  http://modernreaders.com/?p=3286927 #investingnews",,,
